FID,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER_,SORT,dis_m3_pyr,dis_m3_pmn,dis_m3_pmx,run_mm_syr,inu_pc_smn,inu_pc_umn,inu_pc_smx,inu_pc_umx,inu_pc_slt,inu_pc_ult,lka_pc_sse,lka_pc_use,lkv_mc_usu,rev_mc_usu,dor_pc_pva,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,gwt_cm_sav,ele_mt_sav,ele_mt_uav,ele_mt_smn,ele_mt_smx,slp_dg_sav,slp_dg_uav,sgr_dk_sav,clz_cl_smj,cls_cl_smj,tmp_dc_syr,tmp_dc_uyr,tmp_dc_smn,tmp_dc_smx,tmp_dc_s01,tmp_dc_s02,tmp_dc_s03,tmp_dc_s04,tmp_dc_s05,tmp_dc_s06,tmp_dc_s07,tmp_dc_s08,tmp_dc_s09,tmp_dc_s10,tmp_dc_s11,tmp_dc_s12,pre_mm_syr,pre_mm_uyr,pre_mm_s01,pre_mm_s02,pre_mm_s03,pre_mm_s04,pre_mm_s05,pre_mm_s06,pre_mm_s07,pre_mm_s08,pre_mm_s09,pre_mm_s10,pre_mm_s11,pre_mm_s12,pet_mm_syr,pet_mm_uyr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,aet_mm_syr,aet_mm_uyr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,ari_ix_sav,ari_ix_uav,cmi_ix_syr,cmi_ix_uyr,cmi_ix_s01,cmi_ix_s02,cmi_ix_s03,cmi_ix_s04,cmi_ix_s05,cmi_ix_s06,cmi_ix_s07,cmi_ix_s08,cmi_ix_s09,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,snw_pc_syr,snw_pc_uyr,snw_pc_smx,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,snw_pc_s07,snw_pc_s08,snw_pc_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,glc_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,pnv_cl_smj,pnv_pc_s01,pnv_pc_s02,pnv_pc_s03,pnv_pc_s04,pnv_pc_s05,pnv_pc_s06,pnv_pc_s07,pnv_pc_s08,pnv_pc_s09,pnv_pc_s10,pnv_pc_s11,pnv_pc_s12,pnv_pc_s13,pnv_pc_s14,pnv_pc_s15,pnv_pc_u01,pnv_pc_u02,pnv_pc_u03,pnv_pc_u04,pnv_pc_u05,pnv_pc_u06,pnv_pc_u07,pnv_pc_u08,pnv_pc_u09,pnv_pc_u10,pnv_pc_u11,pnv_pc_u12,pnv_pc_u13,pnv_pc_u14,pnv_pc_u15,wet_cl_smj,wet_pc_sg1,wet_pc_ug1,wet_pc_sg2,wet_pc_ug2,wet_pc_s01,wet_pc_s02,wet_pc_s03,wet_pc_s04,wet_pc_s05,wet_pc_s06,wet_pc_s07,wet_pc_s08,wet_pc_s09,wet_pc_u01,wet_pc_u02,wet_pc_u03,wet_pc_u04,wet_pc_u05,wet_pc_u06,wet_pc_u07,wet_pc_u08,wet_pc_u09,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,lit_cl_smj,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,pop_ct_ssu,pop_ct_usu,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gad_id_smj,gdp_ud_sav,gdp_ud_ssu,gdp_ud_usu,hdi_ix_sav
57,7060655900,7060660530,7060047060,7060047060,1290.400024,1290.400024,2814.6,2814.6,742416,0,0,3,14510,31.392,8.427,52.805,349,2,2,2,2,3,3,5,5,334,318,321,524.976,524.975,3500.905,3500.907,264,218,218,91,827,47,47,47,11,77,155,155,32,267,32,58,104,158,201,243,267,260,223,163,100,49,1142,1142,59,74,112,103,138,98,93,79,97,94,102,94,1350,1350,39,52,90,128,162,180,196,179,133,96,55,39,942,942,35,48,84,113,133,129,117,92,68,55,37,31,85,85,-15,-15,30,27,16,-20,-14,-45,-53,-56,-27,-2,43,56,1,1,6,2,5,1,0,0,0,0,0,0,0,2,5,4,0,37,0,40,0,1,0,0,0,0,0,0,6,0,0,14,0,0,0,1,0,0,0,37,0,40,0,1,0,0,0,0,0,0,6,0,0,14,0,0,0,1,0,0,5,0,0,0,30,67,0,0,1,2,0,0,0,0,0,0,0,0,0,30,67,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,79,18,18,10,10,0,0,0,0,0,0,34,34,4,341,6,147,20,20,36,36,44,44,24,24,74,74,89,92,93,89,83,74,62,53,51,56,67,81,3,0,0,1320,1320,25.029,25.029,8.977,8.974,0,0,372,400,181,180,68,68,67,67,240,43032,1083746432,1083745408,797
58,7060645680,7060655510,7060047060,7060047060,1331.300049,1331.300049,3675.5,29242.6,742527,0,0,2,14511,416.411,118.648,807.746,446,5,3,9,3,11,4,0,15,16339,15795,1203,2361.579,9330.093,65232.719,149562.328,237,198,348,65,551,48,50,53,11,72,146,138,18,263,18,42,95,150,193,237,263,253,215,154,93,39,1203,1136,69,84,126,113,129,89,85,86,107,90,116,108,1317,1259,35,47,86,125,161,180,196,177,130,93,52,35,958,938,35,47,86,119,140,132,115,91,69,55,37,31,91,90,-9,-10,49,44,32,-10,-20,-51,-56,-51,-17,-4,55,68,1,1,4,4,3,0,0,0,0,0,0,0,0,0,2,2,0,81,0,2,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,69,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,83,71,17,22,12,17,2,1,0,0,0,0,11,4,4,340,6,147,23,23,39,38,38,39,26,28,78,79,98,100,100,96,88,76,61,52,53,59,70,88,3,78,86,2122,2096,51.509,725.924,14.056,25.538,0,1,739,800,233,343,85,79,86,83,240,43032,2247019776,36671221760,797
59,7060645560,7060655510,7060047060,7060047060,1331.5,1331.5,22166.1,22166.1,742526,0,0,3,14512,289.964,79.077,610.324,414,4,4,10,10,11,11,1,1,634,564,62,6324.705,6324.713,75500.68,75500.656,158,226,225,64,537,31,31,38,11,68,136,136,3,256,3,29,83,141,186,231,256,246,206,144,81,24,1159,1159,71,77,117,111,121,90,91,90,99,79,111,102,1276,1276,32,43,81,122,159,178,192,173,126,90,49,32,928,928,31,43,81,116,138,130,116,93,69,52,34,27,91,91,-9,-9,54,43,31,-9,-24,-49,-52,-48,-22,-12,56,69,1,1,5,2,3,1,0,0,0,0,0,0,0,0,4,2,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,95,0,0,5,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,0,0,0,0,0,11,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,23,23,11,11,8,8,0,0,0,0,8,8,4,340,6,147,25,25,39,39,37,37,31,31,78,78,97,100,100,96,88,75,62,54,54,58,69,86,6,91,91,2262,2269,198.463,198.463,8.996,9.008,0,0,385,400,180,180,61,62,58,58,240,46608,9498735616,9498747904,871
60,7060639390,7060647770,7060047060,7060047060,1362.699951,1362.699951,11815,11815,742580,0,0,2,14513,247.07,90.453,433.534,648,3,3,20,20,26,26,4,4,118,41,5,3193.425,3193.425,30146.072,30146.061,57,121,121,70,208,12,12,19,11,72,147,147,18,261,18,42,95,151,198,242,261,252,216,154,96,42,1332,1332,101,111,133,127,130,104,111,85,97,80,122,132,1254,1254,32,43,80,119,155,174,182,167,127,91,50,34,973,973,32,43,80,116,142,137,124,100,74,55,37,31,106,106,6,6,68,61,39,7,-16,-40,-39,-49,-24,-12,58,75,1,1,5,1,5,1,0,0,0,0,0,0,0,0,2,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,5,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,10,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,54,54,3,3,1,1,0,0,0,0,3,3,8,399,7,149,20,20,42,42,37,37,21,21,82,82,100,100,100,98,92,81,70,61,58,61,72,91,1,0,0,7754,7751,344.707,344.708,29.183,29.214,1,1,1300,1300,370,370,117,117,120,120,240,45714,15989702656,15989704704,810
61,7060639300,7060647770,7060047060,7060047060,1362.699951,1362.699951,5689.3,2349348.3,742590,0,0,1,14514,14822.381,8391.74,27661.365,624,4,2,24,6,35,12,1,9,281803,217719,466,18906.65,677153.438,2042143.5,19601116,34,107,701,70,180,6,30,10,11,72,144,86,8,262,8,33,89,148,197,243,262,251,214,151,91,34,1269,734,88,102,129,123,129,100,105,86,93,79,114,121,1220,1050,29,40,76,114,153,174,182,164,124,87,47,30,939,599,29,40,76,112,140,137,122,97,72,53,34,27,104,69,4,-31,67,61,41,7,-16,-42,-42,-47,-25,-9,59,75,1,13,8,3,8,0,0,0,0,0,0,0,0,0,6,16,0,6,0,2,0,1,0,0,0,0,0,0,0,1,0,83,0,0,0,7,0,1,0,14,0,7,0,5,0,0,0,0,0,12,20,2,0,37,0,0,0,1,0,1,5,0,0,0,4,68,0,0,15,13,0,0,0,0,0,0,0,0,0,4,21,2,0,7,17,41,0,7,0,0,0,11,15,8,10,7,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,26,78,39,1,27,17,3,0,0,0,0,2,3,4,337,7,149,22,20,45,41,32,38,23,26,82,59,100,100,100,98,93,81,69,60,58,61,72,90,1,0,26,9031,3403,97.311,63163.902,17.242,27.461,1,2,1006,900,365,337,116,91,98,85,240,45029,4230437120,3.21783E+12,852
62,7060650970,7060655770,7060047060,7060047060,1489,1489,4947.1,4947.1,742418,0,0,3,14515,48.838,16.247,76.878,316,2,2,3,3,3,3,7,7,608,578,375,843.112,843.112,5597.76,5597.765,257,244,244,123,803,43,43,37,11,77,158,158,35,270,35,61,108,161,202,244,270,265,226,167,104,53,1149,1149,55,71,102,108,152,100,93,78,110,99,100,79,1367,1367,41,53,92,129,162,179,198,183,135,98,57,40,968,968,35,48,85,113,136,133,121,95,72,58,39,32,84,84,-16,-16,25,24,9,-16,-6,-44,-53,-57,-18,1,42,48,1,1,5,1,2,1,0,0,0,0,0,0,0,1,4,2,0,41,0,27,0,1,0,0,0,0,0,0,7,0,0,22,0,0,0,1,0,1,0,41,0,27,0,1,0,0,0,0,0,0,7,0,0,22,0,0,0,1,0,1,5,0,0,0,10,65,0,0,18,7,0,0,0,0,0,0,0,0,0,10,65,0,0,18,7,0,0,0,0,0,0,11,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,18,18,14,14,0,0,0,0,0,0,13,13,4,341,6,146,21,21,36,36,43,42,20,20,75,75,87,90,92,89,84,76,63,53,52,59,69,81,3,6,6,1406,1405,94.752,94.752,19.319,19.282,1,1,626,600,250,249,82,81,82,82,240,45554,4294084096,4294080768,806
63,7060650960,7060655770,7060047060,7060047060,1489.099976,1489.099976,3197.4,376382.7,742419,0,0,2,14516,1012.273,458.04,1733.146,291,6,1,8,2,9,5,44,6,34723,32876,1030,1583.503,43092.582,56106.813,513470.688,186,210,931,124,543,27,18,28,11,77,160,126,34,274,34,62,109,164,205,247,274,269,229,170,105,52,1155,641,53,69,106,113,150,103,84,78,117,104,104,74,1341,1285,39,51,90,127,159,176,196,181,133,95,55,38,976,543,35,47,85,116,138,135,122,94,72,59,40,32,86,50,-14,-50,27,25,15,-11,-6,-42,-57,-56,-12,8,47,48,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,33,0,8,0,0,0,0,0,0,0,0,23,0,0,29,0,0,0,6,0,1,0,3,0,11,0,0,0,0,0,0,0,23,43,0,0,18,0,0,0,1,0,1,9,0,0,0,0,43,0,0,2,55,0,0,0,0,0,0,0,0,0,3,7,0,1,0,16,66,1,6,0,0,0,2,6,4,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,28,36,27,41,1,5,0,0,0,0,3,1,4,341,6,146,23,21,41,38,36,40,19,16,77,44,89,92,94,92,87,79,65,53,53,61,72,83,3,17,21,2013,1730,51.078,6054.751,16.324,16.25,0,1,769,500,251,233,85,66,87,72,240,46422,2538292992,3.04503E+11,809
64,7060631790,7060645680,7060047060,7060047060,1507.400024,1507.400024,20788.1,20788.1,742529,0,0,2,14517,295.722,88.15,565.135,422,3,3,3,3,3,3,18,18,13891,13349,1431,5933.595,5933.614,76614.641,76614.563,263,386,386,111,777,53,53,51,11,72,137,137,9,254,9,33,83,140,183,227,254,246,206,147,83,29,1133,1134,55,66,107,106,129,110,82,90,107,93,102,86,1246,1246,33,44,81,119,152,170,186,169,123,87,49,33,939,939,31,43,80,113,134,133,120,95,71,55,36,28,91,91,-9,-9,39,33,24,-11,-15,-35,-56,-47,-12,6,52,62,1,1,6,4,3,0,0,0,0,0,0,0,0,0,5,2,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,68,68,23,23,17,17,0,0,0,0,0,0,3,3,4,340,6,147,23,23,38,38,39,39,29,29,80,80,95,98,99,96,89,80,67,57,57,63,74,87,6,84,84,2186,2185,634.197,634.197,31.581,31.452,2,2,911,900,398,396,84,83,87,87,240,45216,32471756800,32471754752,842
65,7060631800,7060645680,7060047060,7060047060,1507.400024,1507.400024,4779.2,4779.2,742528,0,0,3,14518,64.953,17.067,131.765,425,1,1,1,1,1,1,17,17,2446,2446,1194,1034.934,1034.933,7715.609,7715.607,185,301,301,116,515,38,38,48,11,68,135,135,2,255,2,28,82,140,183,227,255,246,206,145,81,23,1095,1095,55,66,106,106,119,99,81,86,99,85,102,91,1273,1273,32,44,82,122,157,175,192,173,126,89,49,32,917,917,29,42,81,115,134,129,115,91,67,52,33,27,86,86,-14,-14,42,34,22,-13,-24,-43,-57,-50,-21,-5,52,64,1,1,4,3,2,0,0,0,0,0,0,0,0,0,4,2,0,73,0,1,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,1,0,0,0,73,0,1,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,1,0,0,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,74,74,21,21,22,22,0,0,0,0,0,0,2,2,4,340,6,147,25,25,37,37,38,38,28,28,77,77,93,97,99,95,87,76,62,53,53,58,68,83,3,100,100,1685,1685,40.218,40.218,8.626,8.637,0,0,388,400,196,196,57,57,60,60,240,47028,1952444032,1952443520,880
66,7060683890,7060689810,7060047060,7060047060,1530,1530,7868.6,81671.9,742271,0,0,2,14519,132.806,52.561,182.206,163,4,1,6,2,7,7,25,6,5500,5241,1251,1592.635,5365.918,21502.229,40874.527,134,264,631,186,399,12,10,22,12,85,172,158,48,285,48,75,121,174,215,258,285,282,240,182,116,65,890,624,38,51,72,87,127,96,56,62,107,91,59,45,1399,1423,45,58,97,131,163,179,200,187,137,100,60,44,754,528,28,37,63,82,103,105,94,73,59,50,33,26,64,44,-36,-56,-13,-12,-26,-33,-22,-47,-72,-67,-22,-9,-2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,0,1,0,5,0,0,0,0,0,0,1,6,82,1,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,2,19,71,2,0,1,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,87,1,0,0,0,0,2,3,10,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,28,37,44,49,0,6,0,0,0,0,1,1,8,390,6,144,22,21,40,37,39,41,12,11,56,38,63,65,65,63,63,60,50,40,42,50,56,60,3,1,28,1844,1514,79.254,750.287,10.498,9.314,0,1,603,400,190,193,74,59,84,71,240,47596,3755893760,37121421312,848
67,7060683900,7060689810,7060047060,7060047060,1530.199951,1530.199951,20547.6,20549.2,742260,0,0,3,14520,59.98,26.367,88.947,96,2,2,2,2,4,4,9,10,1018,789,417,1990.48,1990.477,14399.927,14399.956,225,437,436,183,934,14,14,32,11,77,158,158,29,279,29,56,103,160,204,251,279,272,228,167,98,44,789,790,27,37,59,71,124,97,58,66,93,75,49,33,1368,1368,40,53,92,128,163,182,202,184,135,96,55,39,669,669,22,29,51,69,90,98,89,70,55,45,28,21,58,58,-42,-42,-33,-30,-36,-45,-24,-46,-71,-64,-31,-22,-13,-16,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,13,0,1,0,3,0,0,0,0,0,0,0,1,88,0,0,6,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,88,0,0,6,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,52,47,0,0,0,0,0,0,0,0,1,0,0,0,0,52,46,0,0,0,0,0,11,3,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,37,37,48,48,1,1,0,0,0,0,1,1,8,389,6,144,22,22,39,39,39,38,13,13,51,51,56,56,56,54,55,55,47,39,40,46,51,53,3,31,31,1717,1716,171.852,171.852,8.447,8.47,0,0,680,700,185,185,79,79,95,95,240,46592,8222683136,8222690816,815
68,7060649910,7060650960,7060047060,7060047060,1561,1561,6321.4,250439.5,742430,0,0,2,14521,798.493,365.105,1386.937,283,1,1,3,2,4,5,9,5,22231,20755,824,1918.537,33244.387,46338.113,390564.5,202,292,869,143,583,25,18,34,11,72,150,123,23,266,23,50,98,154,196,239,266,260,220,160,94,42,1138,670,52,62,101,111,141,115,80,86,120,101,95,74,1284,1260,36,48,85,122,153,170,190,175,128,91,51,36,958,568,33,45,81,112,134,134,123,96,74,59,38,30,89,54,-11,-46,30,22,16,-9,-8,-32,-58,-50,-6,10,46,51,0,4,2,1,1,0,0,0,0,0,0,0,0,0,2,16,0,43,0,3,0,0,0,0,0,0,0,0,5,0,0,45,0,0,0,2,0,1,0,3,0,9,0,0,0,0,0,0,0,19,44,0,0,22,0,0,0,1,0,1,5,0,0,0,0,74,0,0,0,26,0,0,0,0,0,0,0,0,0,2,9,0,1,0,15,64,1,8,0,0,0,1,2,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,31,42,21,34,1,5,0,0,0,0,8,2,4,340,6,146,23,21,39,39,38,40,20,16,79,47,91,94,95,93,88,81,67,56,57,65,74,85,6,68,26,1908,1914,382.46,4488.458,61.063,18.117,5,1,1443,500,577,254,109,68,120,75,240,45395,18285400064,2.29338E+11,806
69,7060649900,7060650960,7060047060,7060047060,1561.099976,1561.099976,1019.3,122744.4,742421,0,0,3,14522,204.885,82.292,314.495,296,10,1,16,1,18,4,73,5,11820,11472,1776,486.6,8264.687,10300.571,66799.898,186,202,1077,143,410,23,20,18,11,77,162,132,35,277,35,63,112,166,207,249,277,272,230,171,107,55,1125,567,50,64,101,109,148,106,83,74,120,105,94,69,1339,1335,39,51,90,126,158,175,196,181,133,96,55,39,952,482,33,45,82,111,133,132,121,93,71,59,39,31,84,43,-16,-57,22,20,11,-13,-6,-39,-58,-59,-10,9,42,44,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,11,0,21,0,0,0,0,0,0,2,0,16,0,0,39,0,0,0,11,0,0,0,1,0,14,0,0,0,0,0,0,0,31,42,0,0,9,0,0,0,1,0,0,9,0,0,0,0,3,0,0,0,97,0,0,0,0,0,0,0,0,0,4,1,0,0,0,17,73,2,3,0,0,0,2,11,6,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,30,25,36,56,1,6,0,0,0,0,3,1,4,341,6,144,25,21,49,36,27,43,19,15,75,37,86,89,91,89,85,78,64,53,53,61,71,81,1,0,10,2481,1348,11.731,1515.218,12.952,12.44,0,1,602,400,171,191,71,60,76,67,240,46422,611839232,72627167232,809
70,7060612840,7060639300,7060047060,7060047060,1585.800049,1585.800049,1086.3,1815893.4,742701,0,0,1,14523,6845.681,4397.712,11893.573,543,11,2,42,6,51,12,5,10,210242,151391,701,4295.912,399174.906,354612.438,9144745,94,126,805,60,299,18,24,14,11,72,138,76,0,261,0,25,81,143,193,241,261,249,209,147,83,25,1201,603,81,88,123,114,128,99,99,92,88,75,107,108,1192,1022,27,38,73,112,150,172,180,162,121,84,44,28,912,513,27,38,73,109,137,135,120,96,71,51,31,24,101,59,1,-41,66,57,41,2,-15,-42,-45,-43,-27,-11,58,74,1,15,8,3,8,0,0,0,0,0,0,0,0,1,5,16,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,2,0,4,0,9,0,3,0,0,1,0,0,16,26,2,0,37,0,0,0,1,0,1,5,0,0,0,7,74,0,0,19,0,0,0,0,0,0,0,0,0,0,4,5,3,0,6,19,54,1,9,0,0,0,11,19,10,12,9,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,16,42,42,2,34,10,4,0,0,0,0,21,4,4,337,7,149,26,19,49,41,25,39,30,23,81,52,99,100,100,98,92,81,68,60,58,60,70,88,6,35,22,6137,3188,12.138,33674.684,11.397,19.034,0,1,992,700,377,259,114,78,94,71,240,53334,555327104,1.81704E+12,938
71,7060612640,7060639300,7060047060,7060047060,1586,1586,3307.2,527761.3,742610,0,0,2,14524,7860.493,3412.625,15844.041,488,4,3,16,7,23,11,2,8,71546,66328,268,5552.399,259074.797,476030.594,8414276,79,126,348,80,264,15,48,16,11,72,138,117,2,258,2,26,82,142,191,238,258,248,209,147,84,27,1213,1178,85,92,123,117,124,102,102,89,87,75,106,109,1193,1141,28,38,74,112,151,172,179,162,121,84,45,28,916,890,28,38,74,109,137,135,120,97,71,51,32,25,102,103,2,2,67,59,40,5,-18,-40,-43,-45,-28,-11,58,74,1,4,7,2,6,0,0,0,0,0,0,0,0,0,6,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,4,0,1,0,47,0,3,0,10,0,0,0,0,0,0,1,0,0,38,0,0,0,1,0,2,5,0,0,0,1,67,0,0,0,32,0,0,0,0,0,0,0,0,0,2,76,0,0,13,9,0,0,0,0,0,0,11,12,3,9,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,59,56,32,8,5,1,0,0,0,0,0,10,3,8,387,7,149,23,22,47,42,30,35,26,36,81,82,99,100,100,98,92,81,69,61,58,60,70,88,3,23,40,7445,4082,99.87,29392,30.967,56.567,2,4,1493,1500,535,605,128,134,121,133,240,51212,4455764992,1.39656E+12,908
72,7060653440,7060649900,7060047060,7060047060,1621.800049,1621.800049,46847.8,46847.8,742422,0,0,4,14525,97.112,37.924,163.396,64,1,1,2,2,5,5,5,5,1781,1637,535,3724.63,3724.604,29588.701,29588.781,241,791,789,179,2590,9,9,30,11,70,140,141,14,265,14,40,82,139,187,237,265,256,211,150,78,27,614,616,17,25,43,51,94,82,68,65,66,46,34,22,1347,1347,37,49,87,126,163,186,203,182,133,94,52,36,521,522,15,21,37,51,68,77,75,63,47,34,20,14,46,46,-54,-54,-54,-50,-50,-59,-42,-56,-66,-64,-51,-50,-36,-42,2,2,8,5,6,1,0,0,0,0,0,0,0,0,6,13,0,1,0,7,0,0,0,0,0,0,1,15,61,0,0,14,0,0,0,1,0,1,0,1,0,7,0,0,0,0,0,0,1,15,61,0,0,14,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76,0,0,0,0,0,11,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,42,42,44,44,11,11,0,0,0,0,1,1,8,402,6,144,22,22,37,37,41,41,12,12,39,40,42,42,42,41,41,42,38,35,35,37,39,40,1,0,0,1376,1377,907.238,907.239,19.312,19.464,1,1,571,600,262,263,66,66,77,77,240,47248,43913904128,43913891840,842
