FID,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER_,SORT,dis_m3_pyr,dis_m3_pmn,dis_m3_pmx,run_mm_syr,inu_pc_smn,inu_pc_umn,inu_pc_smx,inu_pc_umx,inu_pc_slt,inu_pc_ult,lka_pc_sse,lka_pc_use,lkv_mc_usu,rev_mc_usu,dor_pc_pva,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,gwt_cm_sav,ele_mt_sav,ele_mt_uav,ele_mt_smn,ele_mt_smx,slp_dg_sav,slp_dg_uav,sgr_dk_sav,clz_cl_smj,cls_cl_smj,tmp_dc_syr,tmp_dc_uyr,tmp_dc_smn,tmp_dc_smx,tmp_dc_s01,tmp_dc_s02,tmp_dc_s03,tmp_dc_s04,tmp_dc_s05,tmp_dc_s06,tmp_dc_s07,tmp_dc_s08,tmp_dc_s09,tmp_dc_s10,tmp_dc_s11,tmp_dc_s12,pre_mm_syr,pre_mm_uyr,pre_mm_s01,pre_mm_s02,pre_mm_s03,pre_mm_s04,pre_mm_s05,pre_mm_s06,pre_mm_s07,pre_mm_s08,pre_mm_s09,pre_mm_s10,pre_mm_s11,pre_mm_s12,pet_mm_syr,pet_mm_uyr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,aet_mm_syr,aet_mm_uyr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,ari_ix_sav,ari_ix_uav,cmi_ix_syr,cmi_ix_uyr,cmi_ix_s01,cmi_ix_s02,cmi_ix_s03,cmi_ix_s04,cmi_ix_s05,cmi_ix_s06,cmi_ix_s07,cmi_ix_s08,cmi_ix_s09,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,snw_pc_syr,snw_pc_uyr,snw_pc_smx,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,snw_pc_s07,snw_pc_s08,snw_pc_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,glc_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,pnv_cl_smj,pnv_pc_s01,pnv_pc_s02,pnv_pc_s03,pnv_pc_s04,pnv_pc_s05,pnv_pc_s06,pnv_pc_s07,pnv_pc_s08,pnv_pc_s09,pnv_pc_s10,pnv_pc_s11,pnv_pc_s12,pnv_pc_s13,pnv_pc_s14,pnv_pc_s15,pnv_pc_u01,pnv_pc_u02,pnv_pc_u03,pnv_pc_u04,pnv_pc_u05,pnv_pc_u06,pnv_pc_u07,pnv_pc_u08,pnv_pc_u09,pnv_pc_u10,pnv_pc_u11,pnv_pc_u12,pnv_pc_u13,pnv_pc_u14,pnv_pc_u15,wet_cl_smj,wet_pc_sg1,wet_pc_ug1,wet_pc_sg2,wet_pc_ug2,wet_pc_s01,wet_pc_s02,wet_pc_s03,wet_pc_s04,wet_pc_s05,wet_pc_s06,wet_pc_s07,wet_pc_s08,wet_pc_s09,wet_pc_u01,wet_pc_u02,wet_pc_u03,wet_pc_u04,wet_pc_u05,wet_pc_u06,wet_pc_u07,wet_pc_u08,wet_pc_u09,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,lit_cl_smj,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,pop_ct_ssu,pop_ct_usu,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gad_id_smj,gdp_ud_sav,gdp_ud_ssu,gdp_ud_usu,hdi_ix_sav
186,7060559140,7060562040,7060047060,7060047060,2554.100098,2554.100098,6289.1,6289.1,742932,0,0,2,14639,47.308,17.548,115.092,236,1,1,2,2,9,9,5,5,332,304,204,1374.789,1374.79,11156.843,11156.833,119,325,325,229,413,15,15,17,10,62,108,108,-49,247,-49,-20,44,113,171,221,247,232,187,126,49,-24,909,909,24,26,59,81,115,115,111,108,114,75,48,33,1098,1098,18,28,61,103,144,167,179,157,112,73,35,19,769,770,14,22,50,81,109,118,115,97,72,51,25,15,83,83,-17,-17,23,-9,-4,-21,-20,-31,-38,-31,2,1,26,42,9,9,41,38,39,7,0,0,0,0,0,0,0,1,27,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,96,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,96,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,64,64,12,12,0,0,0,0,0,0,1,1,8,388,7,143,25,25,52,52,23,23,23,23,73,73,81,81,81,79,76,71,65,61,64,69,73,77,6,16,16,9022,8997,118.219,118.219,18.811,18.894,1,1,1008,1000,425,426,138,138,87,87,240,48788,5670830592,5670834688,917
187,7060559080,7060562040,7060047060,7060047060,2554.300049,2554.300049,2279.3,1061580.4,742933,0,0,1,14640,1623.868,656.847,3261.595,229,10,1,20,2,24,7,4,8,135663,107847,2106,3066.527,189078.297,158655.563,3643232.75,153,291,1104,228,359,20,32,27,11,68,120,65,-33,256,-33,0,56,124,181,231,256,241,197,138,59,-8,929,448,25,27,59,82,122,127,110,107,116,75,45,34,1136,1000,21,32,66,107,147,170,182,160,115,77,38,22,786,386,16,25,51,81,108,120,118,98,74,53,27,16,82,46,-18,-55,13,-16,-10,-23,-17,-25,-40,-33,1,-3,17,36,6,17,26,17,26,3,0,0,0,0,0,0,0,0,22,16,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,4,0,0,0,13,0,0,0,0,1,0,0,25,35,4,0,20,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,4,1,5,0,0,3,71,1,15,0,0,0,11,6,9,2,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,57,32,9,50,1,4,0,0,0,0,1,4,8,388,7,143,24,18,51,38,25,44,23,20,72,40,78,79,78,76,74,71,66,61,64,68,72,75,5,17,11,6778,2180,148.892,7941.105,65.761,7.563,6,0,1845,400,735,126,186,56,154,51,240,49617,7139329536,4.41397E+11,919
188,7060640560,7060650370,7060047060,7060047060,2570.5,2570.5,9189.1,32206.6,742627,0,0,3,14641,782.609,418.44,1524.319,870,3,2,3,2,3,2,18,11,8863,8785,356,4576.539,13429.654,99313.352,224311.594,375,703,702,224,1972,107,97,182,11,72,122,120,13,221,13,31,76,122,165,203,221,218,186,127,76,32,1559,1351,138,136,163,125,135,125,140,123,112,99,125,139,1189,1174,34,44,81,116,150,162,167,151,116,84,50,35,1015,961,34,44,81,113,137,135,130,113,87,65,43,33,133,116,22,11,75,66,50,6,-9,-22,-15,-18,-4,12,59,75,2,2,8,5,7,2,1,1,1,0,0,0,1,2,6,6,0,8,0,18,0,61,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,2,0,8,0,7,0,66,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,1,8,0,0,0,17,19,0,0,64,0,0,0,0,0,0,0,0,0,0,6,27,0,0,67,0,0,0,0,0,0,0,1,3,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,87,81,10,17,2,4,0,0,0,0,0,0,18,9,4,331,6,152,21,21,38,38,41,41,58,54,89,85,100,100,100,98,93,85,79,76,75,78,86,95,8,34,38,1770,2905,596.334,2034.6,66.772,64.295,5,4,1284,1600,718,713,111,129,112,128,240,45863,29601574912,99413188608,866
189,7060640420,7060650370,7060047060,7060047060,2570.699951,2570.699951,11467.4,11467.6,742626,0,0,4,14642,222.023,85.906,465.202,613,3,3,3,3,3,3,11,11,3352,3323,475,4305.622,4305.623,54102.137,54101.941,361,525,524,219,1408,85,84,73,11,68,124,124,7,229,7,26,75,124,169,210,229,225,191,129,75,27,1281,1282,108,104,127,105,119,108,126,101,90,79,102,112,1181,1181,31,41,77,114,150,165,170,154,117,82,47,31,938,939,30,41,77,110,132,128,122,103,76,55,36,28,109,109,7,7,71,60,38,-8,-21,-35,-26,-34,-23,-4,53,71,1,1,5,3,4,0,0,0,0,0,0,0,0,1,3,2,0,45,0,2,0,28,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,1,0,45,0,2,0,28,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,1,5,0,0,0,0,66,0,0,34,0,0,0,0,0,0,0,0,0,0,0,66,0,0,34,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,76,76,16,16,7,7,0,0,0,0,0,0,5,5,4,331,6,152,23,23,40,40,37,37,43,43,83,83,99,100,100,97,89,79,72,67,65,67,76,90,3,58,58,3580,3576,494.483,494.483,43.67,43.759,2,2,1432,1400,499,500,122,123,120,120,240,50802,23870070784,23870083072,868
190,7060483120,7060500660,7060047060,7060047060,2602.199951,2602.199951,2327.6,2328.4,742846,0,0,4,14643,16.354,6.982,34.229,223,0,0,7,7,17,17,2,2,9,0,0,367.335,367.335,1945.149,1945.15,34,349,349,282,396,3,3,14,8,57,79,79,-96,228,-96,-63,6,85,155,207,228,212,166,103,17,-67,803,803,18,21,48,77,97,119,110,100,87,59,38,28,982,982,10,18,45,89,140,164,169,146,102,62,26,12,681,681,7,14,36,71,105,115,111,91,65,41,17,8,82,82,-18,-18,45,14,7,-14,-30,-27,-35,-31,-15,-6,32,59,17,17,78,78,54,16,2,0,0,0,0,0,0,2,58,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,7,0,0,0,1,9,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,87,1,1,0,0,0,0,0,0,1,1,8,388,7,148,22,22,52,52,26,26,38,38,72,72,78,79,80,80,76,71,66,63,63,66,69,73,3,76,76,5616,5616,23.32,23.32,10.037,10.052,0,0,1007,1000,261,261,138,138,74,74,240,49898,1003346944,1003346624,943
191,7060483020,7060500660,7060047060,7060047060,2602.399902,2602.399902,2314.4,11941.4,742847,0,0,3,14644,68.144,45.626,117.547,199,4,4,15,21,20,39,1,10,431,174,81,516.989,1950.696,5163.264,13327.864,43,353,395,279,436,5,5,15,10,62,82,75,-90,230,-90,-58,9,88,157,208,230,215,168,104,19,-62,806,750,19,21,53,77,99,119,107,102,87,58,37,27,1000,967,11,19,46,91,142,165,172,147,104,63,26,12,684,637,8,14,37,72,106,115,111,91,65,41,18,8,81,77,-19,-23,42,10,12,-15,-30,-28,-38,-31,-16,-8,29,54,17,18,73,73,56,15,2,0,0,0,0,0,0,3,53,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,0,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,93,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0,69,31,0,0,0,0,0,0,0,0,0,0,0,0,0,39,61,0,0,0,0,0,11,2,20,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,85,84,1,2,0,0,0,0,0,0,0,2,8,388,7,148,22,22,51,50,26,28,33,32,71,68,76,78,79,79,75,70,65,61,62,65,68,72,3,12,20,6315,5102,38.66,119.261,16.82,10.416,1,0,1244,1000,367,268,145,131,90,75,240,49898,2160388608,6249630720,943
192,7060571990,7060562310,7060047060,7060047060,2611.199951,2611.199951,24858.9,160620.6,742679,0,0,2,14645,2512.239,1070.553,6342.961,367,0,2,0,2,0,3,1,4,10425,9574,121,11450.357,75063.961,404830.719,1919855.5,396,368,458,155,1148,107,73,52,11,68,118,100,-6,229,-6,12,65,117,166,208,229,223,188,125,70,18,1118,1099,79,80,98,96,111,98,122,101,85,75,86,88,1176,1071,27,37,74,113,154,170,175,156,117,80,44,28,894,841,26,37,74,108,131,125,117,99,72,51,31,24,95,103,-5,2,65,53,24,-15,-28,-42,-30,-35,-27,-6,49,68,2,6,8,7,6,1,0,1,0,0,0,0,1,1,5,2,0,92,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,81,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,5,0,0,0,0,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,92,0,0,8,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,88,6,15,2,5,0,0,0,0,0,0,2,2,4,329,6,150,21,20,41,41,38,40,47,44,80,83,95,100,100,96,87,75,67,64,62,63,71,84,3,5,17,2480,2417,793.285,8342.708,32.899,52.972,1,3,1271,1600,398,600,115,132,110,133,240,44893,34761940992,4.05749E+11,842
193,7060571810,7060562310,7060047060,7060047060,2611.199951,2611.199951,17042.5,17042.8,742678,0,0,3,14646,197.92,77.969,596.394,363,4,4,11,11,18,18,4,4,1020,962,154,5155.84,5155.841,59063.328,59063.328,106,284,284,153,453,19,19,26,10,62,106,106,-30,228,-30,-12,44,103,160,207,228,218,182,118,57,-2,986,986,60,58,87,92,107,93,104,92,78,62,79,73,1073,1073,20,28,60,99,142,163,170,151,111,71,36,21,808,808,18,28,60,95,125,124,114,93,67,43,24,17,92,92,-8,-8,67,51,31,-7,-24,-43,-39,-39,-30,-14,55,71,8,8,47,28,46,7,0,0,0,0,0,0,1,1,13,16,0,25,0,1,0,1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,3,0,25,0,1,0,1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,3,5,0,0,0,7,59,0,0,4,29,0,0,0,0,0,0,0,0,0,7,59,0,0,4,29,0,0,0,0,0,0,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,53,53,4,4,0,0,0,0,0,0,1,1,4,342,6,150,23,23,48,48,29,29,28,28,79,79,92,98,100,97,90,78,68,62,60,61,68,81,3,41,41,4575,4571,1950.19,1950.19,115.836,115.544,8,8,2141,2100,995,992,192,192,171,171,240,47435,97250500608,97250574336,925
194,7060475160,7060508690,7060047060,7060047060,2636.399902,2636.399902,4380.5,4380.5,742864,0,0,4,14647,42.862,11.776,141.583,296,4,4,19,19,33,33,3,3,34,0,0,1161.771,1161.772,11053.735,11053.725,41,357,357,264,435,6,6,14,8,57,71,71,-106,221,-106,-73,-5,77,146,199,221,207,158,95,9,-74,827,827,22,22,50,79,100,112,112,106,92,61,43,29,934,934,8,16,40,84,132,158,165,142,97,58,23,10,700,700,6,13,36,74,110,120,115,94,66,41,17,8,89,89,-11,-11,62,26,18,-6,-25,-29,-32,-25,-5,5,45,66,19,19,78,78,66,25,2,0,0,0,0,0,0,3,57,16,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,81,19,0,0,0,0,0,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,84,84,2,2,1,1,0,0,0,0,0,0,8,388,7,148,24,24,53,53,23,23,34,34,78,78,85,87,89,89,84,77,70,67,68,71,75,80,6,100,100,5562,5569,83.859,83.859,19.47,19.484,1,1,1281,1300,336,336,151,151,102,102,240,52523,4380622848,4380621824,947
195,7060475010,7060508690,7060047060,7060047060,2636.5,2636.5,4.4,6698.3,742865,0,0,3,14648,61.182,23.82,159.014,269,50,2,86,10,93,17,0,8,193,20,10,11.738,1411.216,227.853,10339.349,46,277,348,268,296,12,7,31,8,57,80,74,-95,226,-95,-61,7,85,153,206,226,213,166,102,18,-62,865,827,21,26,56,86,107,117,117,105,90,64,46,31,974,951,10,18,45,89,137,161,168,145,102,62,26,12,732,700,8,15,39,78,114,123,118,97,68,43,19,9,89,87,-11,-13,52,31,20,-3,-22,-27,-30,-28,-12,3,43,61,16,18,66,66,59,19,1,0,0,0,0,0,0,1,48,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,66,0,0,0,0,0,-999,0,10,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,75,82,1,1,0,0,0,0,0,0,0,2,8,388,7,148,23,25,50,53,27,22,39,34,78,77,84,86,88,88,84,77,71,67,67,69,74,79,6,100,93,5815,6714,0.146,110.475,34.43,17.716,0,1,1968,1300,313,368,230,156,206,103,240,49898,4863970,5259389952,943
196,7060465780,7060502840,7060047060,7060047060,2636.899902,2636.899902,27602.5,174223,742875,0,0,2,14649,1134.896,893.32,1777.437,271,3,6,6,12,10,24,2,34,29504,6090,170,8653.601,33726.875,180694.391,432160.844,156,327,357,184,528,34,14,33,8,57,66,57,-108,215,-108,-78,-9,73,139,190,215,201,151,90,7,-75,820,735,23,21,49,76,94,105,107,106,99,61,47,32,931,903,8,15,41,84,133,158,168,142,95,56,22,10,693,622,7,13,37,75,111,118,113,92,64,40,17,8,88,82,-12,-18,65,27,17,-9,-29,-33,-36,-26,5,8,52,68,18,21,77,65,75,30,1,0,0,0,0,0,1,3,42,16,0,8,0,5,0,25,0,0,0,0,0,0,0,0,0,59,0,0,0,2,0,1,0,15,0,9,0,17,0,0,0,0,1,0,0,0,0,52,0,1,0,3,0,1,8,0,0,0,3,2,0,0,43,39,13,0,0,0,0,0,0,0,0,15,2,0,0,40,16,27,0,0,0,0,0,11,5,32,4,29,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,41,46,42,7,4,0,1,0,0,0,0,5,5,4,343,7,148,19,16,46,42,35,40,34,42,79,73,88,90,91,90,84,76,68,65,67,72,77,82,5,60,22,4699,2461,589.039,5513.442,21.875,33.863,1,2,1209,1200,330,410,95,99,99,91,240,52486,31490912256,3.13757E+11,947
197,7060465790,7060502840,7060047060,7060047060,2637.100098,2637.100098,31149.2,31149.8,742874,0,0,3,14650,286.629,200.192,485.437,321,4,4,5,5,15,15,27,26,4721,1770,196,7610.426,7610.432,93730.516,93729.945,105,372,371,187,585,23,23,21,8,57,59,60,-110,206,-110,-83,-17,64,130,180,206,191,143,83,3,-77,819,819,26,24,50,71,90,99,98,104,105,63,52,36,909,909,8,15,40,81,131,155,166,139,91,53,21,10,686,686,7,14,38,75,112,117,111,89,62,39,17,8,90,90,-10,-10,70,40,21,-12,-32,-36,-41,-25,14,14,59,73,22,22,86,74,86,39,3,0,0,0,0,0,3,9,45,6,0,17,0,19,0,32,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,0,0,17,0,19,0,32,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,8,0,0,0,11,0,0,0,57,30,2,0,0,0,0,0,0,0,0,11,0,0,0,56,30,2,0,0,0,0,0,11,26,25,23,22,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,68,68,23,23,6,6,2,2,0,0,0,0,7,7,4,343,7,148,14,14,40,40,46,46,42,42,82,81,92,94,96,94,86,77,68,64,68,74,79,87,5,25,25,2057,2083,616.459,616.459,21.126,21.13,1,1,1238,1200,357,356,90,90,100,100,240,50124,31215128576,31215126528,945
198,7060474550,7060475010,7060047060,7060047060,2639,2639,2228,2228,742866,0,0,4,14651,19.452,6.961,48.106,271,2,2,8,8,12,12,1,1,3,0,0,415.505,415.505,2424.724,2424.724,50,338,338,268,391,7,7,16,8,57,77,77,-98,226,-98,-66,2,81,152,205,226,212,163,101,15,-68,841,841,20,23,51,80,102,121,118,102,92,62,41,29,965,965,10,17,44,87,137,161,167,145,101,61,25,11,713,713,8,14,37,74,110,120,117,96,67,43,18,8,87,87,-13,-13,53,25,15,-8,-25,-25,-29,-29,-9,1,38,61,17,17,72,72,56,19,3,0,0,0,0,0,0,1,55,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,23,77,0,0,0,0,0,11,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,83,83,1,1,0,0,0,0,0,0,1,1,8,388,7,148,25,25,53,53,22,22,34,34,77,77,82,84,86,86,81,75,70,67,67,70,73,78,6,78,78,7335,7337,16.726,16.726,7.509,7.51,0,0,996,1000,292,291,137,137,76,76,240,49898,790736384,790737216,943
199,7060474480,7060475010,7060047060,7060047060,2639.100098,2639.100098,1412,4466.1,742867,0,0,3,14652,41.683,16.868,110.727,279,4,2,11,10,21,20,0,12,191,20,15,408.052,983.974,4380.623,7686.771,58,318,354,268,374,7,7,16,8,57,77,73,-98,226,-98,-65,3,82,152,204,226,212,164,101,15,-67,843,820,20,23,51,81,102,118,116,104,94,63,42,29,961,944,9,17,43,87,136,161,167,145,100,61,25,11,714,694,7,14,37,75,111,121,117,96,67,42,18,8,88,87,-12,-13,53,24,16,-6,-25,-26,-31,-28,-6,3,40,62,17,19,69,69,60,20,3,0,0,0,0,0,0,1,53,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,82,18,0,0,0,0,0,0,0,0,0,0,0,0,0,39,61,0,0,0,0,0,11,0,8,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,82,81,2,1,0,0,0,0,0,0,0,2,8,388,7,148,25,24,53,53,22,23,34,34,77,77,83,85,87,87,82,76,70,67,67,70,74,79,6,100,100,7403,6404,9.602,93.603,6.929,22.79,0,1,1002,1500,265,406,136,165,82,116,240,49898,524030176,4463788544,943
200,7060543790,7060559080,7060047060,7060047060,2671.800049,2671.800049,2121.3,1054641.5,742935,0,0,1,14653,1563.676,635.607,3193.816,221,8,1,14,2,20,7,3,8,135610,107815,2186,1525.912,185017.297,71285.695,3476522.25,136,305,1109,250,367,17,32,20,11,68,113,64,-46,252,-46,-14,48,118,177,227,252,237,192,130,52,-21,893,445,22,25,56,79,115,118,107,108,114,72,47,30,1126,1000,19,30,64,106,148,170,182,160,115,76,36,20,757,383,15,23,49,79,106,115,113,95,72,51,25,14,79,45,-21,-55,13,-16,-13,-26,-22,-31,-41,-32,-1,-4,22,34,9,18,39,36,36,5,0,0,0,0,0,0,0,0,26,16,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,86,0,0,0,2,0,0,0,0,0,13,0,0,0,0,1,0,0,25,36,4,0,20,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,4,1,5,0,0,2,71,1,15,0,0,0,3,3,10,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,79,32,5,50,4,4,0,0,0,0,3,4,8,388,7,143,25,18,53,38,22,44,21,20,70,40,77,77,77,75,72,68,63,59,62,67,70,74,1,20,11,10885,2110,10.897,7768.088,5.154,7.448,0,0,507,400,235,124,139,55,84,51,240,49619,528164672,4.33158E+11,918
201,7060543580,7060559080,7060047060,7060047060,2671.800049,2671.800049,4661.2,4661.4,742934,0,0,2,14654,35.325,10.79,88.293,233,0,0,2,2,4,4,1,1,37,31,28,994.694,994.694,8059.472,8059.475,135,348,348,251,438,19,19,20,10,62,100,100,-62,242,-62,-33,33,106,166,217,242,227,180,117,39,-37,873,873,21,24,56,81,109,114,108,108,109,68,45,29,1079,1079,16,25,57,101,144,168,179,156,110,71,33,17,740,740,12,20,45,78,107,116,113,94,70,48,23,12,81,81,-19,-19,23,-4,-3,-19,-24,-32,-39,-30,-2,-4,28,41,12,12,55,55,50,12,0,0,0,0,0,0,0,1,31,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,76,76,9,9,1,1,0,0,0,0,1,1,8,388,7,143,26,26,53,53,21,21,22,22,72,72,78,79,79,78,75,70,64,60,63,67,71,75,6,12,12,15727,15712,24.129,24.129,5.171,5.172,0,0,566,600,225,224,118,118,60,60,240,49385,1100543488,1100543232,931
