FID,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER_,SORT,dis_m3_pyr,dis_m3_pmn,dis_m3_pmx,run_mm_syr,inu_pc_smn,inu_pc_umn,inu_pc_smx,inu_pc_umx,inu_pc_slt,inu_pc_ult,lka_pc_sse,lka_pc_use,lkv_mc_usu,rev_mc_usu,dor_pc_pva,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,gwt_cm_sav,ele_mt_sav,ele_mt_uav,ele_mt_smn,ele_mt_smx,slp_dg_sav,slp_dg_uav,sgr_dk_sav,clz_cl_smj,cls_cl_smj,tmp_dc_syr,tmp_dc_uyr,tmp_dc_smn,tmp_dc_smx,tmp_dc_s01,tmp_dc_s02,tmp_dc_s03,tmp_dc_s04,tmp_dc_s05,tmp_dc_s06,tmp_dc_s07,tmp_dc_s08,tmp_dc_s09,tmp_dc_s10,tmp_dc_s11,tmp_dc_s12,pre_mm_syr,pre_mm_uyr,pre_mm_s01,pre_mm_s02,pre_mm_s03,pre_mm_s04,pre_mm_s05,pre_mm_s06,pre_mm_s07,pre_mm_s08,pre_mm_s09,pre_mm_s10,pre_mm_s11,pre_mm_s12,pet_mm_syr,pet_mm_uyr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,aet_mm_syr,aet_mm_uyr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,ari_ix_sav,ari_ix_uav,cmi_ix_syr,cmi_ix_uyr,cmi_ix_s01,cmi_ix_s02,cmi_ix_s03,cmi_ix_s04,cmi_ix_s05,cmi_ix_s06,cmi_ix_s07,cmi_ix_s08,cmi_ix_s09,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,snw_pc_syr,snw_pc_uyr,snw_pc_smx,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,snw_pc_s07,snw_pc_s08,snw_pc_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,glc_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,pnv_cl_smj,pnv_pc_s01,pnv_pc_s02,pnv_pc_s03,pnv_pc_s04,pnv_pc_s05,pnv_pc_s06,pnv_pc_s07,pnv_pc_s08,pnv_pc_s09,pnv_pc_s10,pnv_pc_s11,pnv_pc_s12,pnv_pc_s13,pnv_pc_s14,pnv_pc_s15,pnv_pc_u01,pnv_pc_u02,pnv_pc_u03,pnv_pc_u04,pnv_pc_u05,pnv_pc_u06,pnv_pc_u07,pnv_pc_u08,pnv_pc_u09,pnv_pc_u10,pnv_pc_u11,pnv_pc_u12,pnv_pc_u13,pnv_pc_u14,pnv_pc_u15,wet_cl_smj,wet_pc_sg1,wet_pc_ug1,wet_pc_sg2,wet_pc_ug2,wet_pc_s01,wet_pc_s02,wet_pc_s03,wet_pc_s04,wet_pc_s05,wet_pc_s06,wet_pc_s07,wet_pc_s08,wet_pc_s09,wet_pc_u01,wet_pc_u02,wet_pc_u03,wet_pc_u04,wet_pc_u05,wet_pc_u06,wet_pc_u07,wet_pc_u08,wet_pc_u09,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,lit_cl_smj,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,pop_ct_ssu,pop_ct_usu,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gad_id_smj,gdp_ud_sav,gdp_ud_ssu,gdp_ud_usu,hdi_ix_sav
10,7050689810,7050736840,7050047060,7050047060,1078.800049,1078.800049,22080.2,124302.4,74225,0,0,2,4202,439.984,171.95,662.391,317,2,1,3,2,6,6,11,7,15991,14807,1067,6907.993,14264.359,129602.234,184875.672,120,198,522,76,800,18,12,24,11,77,166,159,44,277,44,71,117,169,210,252,277,274,234,175,113,62,1135,742,56,74,101,110,148,108,79,68,118,106,93,75,1360,1403,43,55,94,127,158,174,193,181,135,99,59,42,956,628,36,49,84,111,132,131,118,91,70,59,41,33,83,53,-17,-47,22,24,6,-14,-7,-38,-59,-62,-12,7,36,41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,13,0,24,0,21,0,0,0,0,0,0,0,0,29,0,0,23,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,2,13,66,1,0,6,0,0,0,1,0,0,5,0,0,0,5,43,0,0,13,36,3,0,0,0,0,0,0,0,0,1,8,0,0,2,23,66,1,0,0,0,0,11,8,8,6,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,46,11,28,35,29,45,1,5,0,0,0,0,2,1,4,363,6,145,24,22,38,37,38,40,16,12,74,47,85,88,90,87,84,77,64,52,51,60,69,79,3,23,27,1607,1564,279.875,1202.007,12.772,9.794,1,0,568,500,224,197,77,66,76,76,240,47116,13254240256,58598346752,835
11,7050689550,7050736840,7050047060,7050047060,1078.800049,1078.800049,10816,10816.1,74224,0,0,3,4203,148.661,46.979,263.674,428,2,2,3,3,5,5,17,17,6406,6386,1362,2475.259,2475.261,23010.428,23010.457,174,229,228,76,802,32,32,45,11,77,161,161,42,268,42,67,114,163,204,245,268,265,228,169,109,60,1319,1319,72,91,129,121,161,112,102,78,115,115,116,107,1362,1362,43,55,94,129,160,176,192,180,134,98,58,42,1061,1061,42,55,94,124,147,143,131,102,76,64,45,38,97,97,-3,-3,40,40,26,-6,1,-36,-47,-57,-13,14,49,60,1,1,4,2,2,1,0,0,0,0,0,0,0,1,3,4,0,14,0,71,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,2,0,0,0,14,0,71,0,1,0,0,0,0,0,0,2,0,0,11,0,0,0,2,0,0,4,0,0,0,43,22,0,0,35,0,0,0,0,0,0,0,0,0,0,43,22,0,0,35,0,0,0,0,0,0,0,10,3,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,86,86,11,11,8,8,0,0,0,0,0,0,7,7,4,341,6,145,21,21,36,35,44,43,23,23,82,82,98,99,100,96,92,84,70,59,56,64,77,91,3,14,14,1015,1015,79.867,79.867,7.452,7.465,0,0,346,300,146,146,58,58,54,54,240,44732,3330391552,3330391296,803
12,7050668390,7050682120,7050047060,7050047060,1122.900024,1122.900024,20875.2,20876,74254,0,0,2,4204,399.327,132.029,736.279,602,10,10,60,61,68,68,5,5,1622,1458,116,7750.917,7750.907,107282.367,107282.602,56,108,108,46,539,10,10,11,11,77,149,149,15,267,15,40,94,154,202,247,267,255,218,157,95,38,1226,1227,85,94,126,123,129,93,88,84,96,76,116,118,1252,1253,32,42,79,118,156,176,186,167,125,90,49,32,936,936,31,42,79,115,142,135,117,92,69,52,34,28,98,98,-2,-2,63,54,37,4,-18,-47,-52,-50,-24,-16,58,73,1,1,6,2,5,1,0,0,0,0,0,0,0,0,4,16,0,24,0,1,0,0,0,0,0,0,0,0,2,0,0,71,0,0,0,0,0,1,0,24,0,1,0,0,0,0,0,0,0,0,2,0,0,72,0,0,0,0,0,1,5,0,0,0,0,49,0,0,49,2,0,0,0,0,0,0,0,0,0,0,49,0,0,49,2,0,0,0,0,0,0,11,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,65,66,2,2,42,42,0,0,0,0,3,3,4,337,7,149,22,22,42,42,35,35,27,27,80,80,99,100,100,98,92,79,65,56,55,58,69,88,1,12,11,7468,7486,403.772,403.772,19.437,19.444,1,1,940,900,342,342,123,123,94,94,240,45606,18208622592,18208616448,850
13,7050668250,7050682120,7050047060,7050047060,1123.099976,1123.099976,6359.8,2375055.8,74255,0,0,1,4205,15360.634,8486.392,28556.693,749,2,2,13,6,20,12,6,9,282195,217760,450,15031.456,703456.875,1580746.5,21915188,50,103,695,43,223,10,29,19,11,77,158,86,34,269,34,58,107,161,208,250,269,259,225,163,105,55,1324,740,104,112,136,137,132,94,98,80,93,76,126,137,1267,1052,36,47,83,121,155,172,180,165,127,93,53,36,974,603,36,47,83,119,144,136,119,95,71,54,37,33,104,70,4,-31,66,58,39,12,-15,-45,-46,-52,-27,-18,58,73,0,12,2,1,2,1,0,0,0,0,0,0,0,0,1,16,0,22,0,6,0,0,0,0,0,0,0,0,6,1,0,57,0,0,0,0,0,6,0,14,0,7,0,5,0,0,0,0,0,12,20,2,0,37,0,0,0,1,0,1,5,0,0,0,0,76,0,0,15,9,0,0,0,0,0,0,0,0,0,4,22,2,0,7,17,41,0,7,0,0,0,11,11,8,7,7,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29,26,33,39,4,27,5,3,0,0,0,0,1,3,8,399,7,149,20,20,40,41,40,38,26,26,81,59,100,100,100,99,94,81,68,59,56,58,70,90,1,0,26,3939,3428,1107.747,64782.113,174.951,27.847,14,2,2449,900,1526,340,160,91,166,85,240,44462,50284769280,3.29139E+12,805
14,7050647770,7050668250,7050047060,7050047060,1290,1290,798.4,2361965,74257,0,0,1,4206,15086.759,8475.827,27977.371,682,9,2,31,6,46,12,8,9,281948,217760,458,6038.626,686385.563,680496.75,20311734,30,75,698,61,140,5,29,9,11,77,155,86,24,271,24,49,100,159,209,253,271,259,223,163,101,47,1274,737,98,107,127,130,129,98,92,78,100,69,120,125,1242,1051,32,43,78,116,155,174,181,164,125,91,50,33,947,601,32,43,78,115,143,137,119,93,70,53,34,30,103,70,2,-31,67,60,38,11,-16,-44,-49,-52,-20,-24,58,73,1,12,5,1,5,2,0,0,0,0,0,0,0,0,2,16,0,23,0,9,0,0,0,0,0,0,0,0,0,5,0,62,0,0,0,0,0,0,0,14,0,7,0,5,0,0,0,0,0,12,20,2,0,37,0,0,0,1,0,1,5,0,0,0,29,48,0,0,24,0,0,0,0,0,0,0,0,0,0,4,21,2,0,7,17,41,0,7,0,0,0,3,18,8,5,7,1,0,11,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,32,26,68,40,1,27,17,3,0,0,0,0,17,3,4,337,7,149,22,20,43,41,36,38,34,26,81,59,100,100,100,99,93,81,67,58,56,59,69,89,1,0,26,5465,3426,8.882,63517.457,11.257,27.464,0,2,1030,900,268,337,110,91,95,85,240,44653,351849120,3.23417E+12,805
15,7050647780,7050668250,7050047060,7050047060,1290,1290,6718.9,6719.4,74256,0,0,2,4207,154.449,52.685,261.657,717,1,1,12,12,19,19,2,2,56,0,0,2041.828,2041.832,22754.164,22754.184,69,135,135,65,220,16,16,20,11,77,154,154,32,263,32,56,104,157,202,244,263,255,221,159,102,52,1368,1369,114,117,142,135,135,97,106,80,97,77,128,139,1294,1294,36,48,85,124,159,175,184,169,129,94,54,37,995,995,36,48,85,122,146,137,122,98,73,55,38,34,106,106,5,5,68,59,40,9,-15,-44,-42,-53,-25,-18,58,74,1,1,3,1,2,2,0,0,0,0,0,0,0,0,1,16,0,48,0,3,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,48,0,3,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,5,0,0,0,0,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,0,10,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,33,33,4,4,1,1,0,0,0,0,1,1,8,399,7,149,20,20,40,40,40,40,24,24,81,81,100,100,100,98,93,81,68,59,56,59,70,90,1,11,11,3729,3718,156.955,156.955,23.388,23.381,1,1,1082,1100,273,272,96,96,102,102,240,44386,6935616512,6935610368,805
16,7050639390,7050647770,7050047060,7050047060,1362.699951,1362.699951,11815,11815,74258,0,0,2,4208,247.07,90.453,433.534,648,3,3,20,20,26,26,4,4,118,41,5,3193.425,3193.425,30146.072,30146.061,57,121,121,70,208,12,12,19,11,72,147,147,18,261,18,42,95,151,198,242,261,252,216,154,96,42,1332,1332,101,111,133,127,130,104,111,85,97,80,122,132,1254,1254,32,43,80,119,155,174,182,167,127,91,50,34,973,973,32,43,80,116,142,137,124,100,74,55,37,31,106,106,6,6,68,61,39,7,-16,-40,-39,-49,-24,-12,58,75,1,1,5,1,5,1,0,0,0,0,0,0,0,0,2,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,5,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,10,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,54,54,3,3,1,1,0,0,0,0,3,3,8,399,7,149,20,20,42,42,37,37,21,21,82,82,100,100,100,98,92,81,70,61,58,61,72,91,1,0,0,7754,7751,344.707,344.708,29.183,29.214,1,1,1300,1300,370,370,117,117,120,120,240,45714,15989702656,15989704704,810
17,7050639300,7050647770,7050047060,7050047060,1362.699951,1362.699951,5689.3,2349348.3,74259,0,0,1,4209,14822.381,8391.74,27661.365,624,4,2,24,6,35,12,1,9,281803,217719,466,18906.65,677153.438,2042143.5,19601116,34,107,701,70,180,6,30,10,11,72,144,86,8,262,8,33,89,148,197,243,262,251,214,151,91,34,1269,734,88,102,129,123,129,100,105,86,93,79,114,121,1220,1050,29,40,76,114,153,174,182,164,124,87,47,30,939,599,29,40,76,112,140,137,122,97,72,53,34,27,104,69,4,-31,67,61,41,7,-16,-42,-42,-47,-25,-9,59,75,1,13,8,3,8,0,0,0,0,0,0,0,0,0,6,16,0,6,0,2,0,1,0,0,0,0,0,0,0,1,0,83,0,0,0,7,0,1,0,14,0,7,0,5,0,0,0,0,0,12,20,2,0,37,0,0,0,1,0,1,5,0,0,0,4,68,0,0,15,13,0,0,0,0,0,0,0,0,0,4,21,2,0,7,17,41,0,7,0,0,0,11,15,8,10,7,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,26,78,39,1,27,17,3,0,0,0,0,2,3,4,337,7,149,22,20,45,41,32,38,23,26,82,59,100,100,100,98,93,81,69,60,58,61,72,90,1,0,26,9031,3403,97.311,63163.902,17.242,27.461,1,2,1006,900,365,337,116,91,98,85,240,45029,4230437120,3.21783E+12,852
18,7050683890,7050689810,7050047060,7050047060,1530,1530,40523.6,81671.9,74227,0,0,2,4210,132.806,52.561,182.206,72,2,1,3,2,6,7,10,6,5500,5241,1251,3859.104,5365.918,35049.055,40874.527,183,439,631,186,1076,10,10,27,12,86,167,158,41,285,41,68,114,169,214,258,285,278,235,176,109,57,706,624,26,35,48,60,105,87,53,61,91,70,40,30,1438,1423,45,58,99,136,171,188,206,189,139,101,61,44,598,528,21,28,47,61,78,84,77,62,50,42,27,20,49,44,-51,-56,-43,-39,-51,-55,-38,-53,-74,-67,-34,-31,-34,-32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,5,0,0,0,0,0,0,3,23,65,2,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,19,71,2,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,23,76,1,0,0,0,0,0,0,0,0,0,0,0,0,12,87,1,0,0,0,0,11,5,10,4,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,4,31,37,50,49,3,6,0,0,0,0,1,1,8,389,6,144,21,21,38,37,41,41,11,11,43,38,48,48,48,45,45,45,39,33,35,41,45,46,3,18,28,1580,1514,439.519,750.287,11.077,9.314,1,1,424,400,208,193,63,59,74,71,240,48493,20719368192,37121421312,875
19,7050683900,7050689810,7050047060,7050047060,1530.199951,1530.199951,20547.6,20549.2,74226,0,0,3,4211,59.98,26.367,88.947,96,2,2,2,2,4,4,9,10,1018,789,417,1990.48,1990.477,14399.927,14399.956,225,437,436,183,934,14,14,32,11,77,158,158,29,279,29,56,103,160,204,251,279,272,228,167,98,44,789,790,27,37,59,71,124,97,58,66,93,75,49,33,1368,1368,40,53,92,128,163,182,202,184,135,96,55,39,669,669,22,29,51,69,90,98,89,70,55,45,28,21,58,58,-42,-42,-33,-30,-36,-45,-24,-46,-71,-64,-31,-22,-13,-16,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,13,0,1,0,3,0,0,0,0,0,0,0,1,88,0,0,6,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,88,0,0,6,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,52,47,0,0,0,0,0,0,0,0,1,0,0,0,0,52,46,0,0,0,0,0,11,3,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,37,37,48,48,1,1,0,0,0,0,1,1,8,389,6,144,22,22,39,39,39,38,13,13,51,51,56,56,56,54,55,55,47,39,40,46,51,53,3,31,31,1717,1716,171.852,171.852,8.447,8.47,0,0,680,700,185,185,79,79,95,95,240,46592,8222683136,8222690816,815
20,7050649910,7050686450,7050047060,7050047060,1561,1561,6321.4,250439.5,74243,0,0,2,4212,798.493,365.105,1386.937,283,1,1,3,2,4,5,9,5,22231,20755,824,1918.537,33244.387,46338.113,390564.5,202,292,869,143,583,25,18,34,11,72,150,123,23,266,23,50,98,154,196,239,266,260,220,160,94,42,1138,670,52,62,101,111,141,115,80,86,120,101,95,74,1284,1260,36,48,85,122,153,170,190,175,128,91,51,36,958,568,33,45,81,112,134,134,123,96,74,59,38,30,89,54,-11,-46,30,22,16,-9,-8,-32,-58,-50,-6,10,46,51,0,4,2,1,1,0,0,0,0,0,0,0,0,0,2,16,0,43,0,3,0,0,0,0,0,0,0,0,5,0,0,45,0,0,0,2,0,1,0,3,0,9,0,0,0,0,0,0,0,19,44,0,0,22,0,0,0,1,0,1,5,0,0,0,0,74,0,0,0,26,0,0,0,0,0,0,0,0,0,2,9,0,1,0,15,64,1,8,0,0,0,1,2,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,31,42,21,34,1,5,0,0,0,0,8,2,4,340,6,146,23,21,39,39,38,40,20,16,79,47,91,94,95,93,88,81,67,56,57,65,74,85,6,68,26,1908,1914,382.46,4488.458,61.063,18.117,5,1,1443,500,577,254,109,68,120,75,240,45395,18285400064,2.29338E+11,806
21,7050649900,7050686450,7050047060,7050047060,1561.099976,1561.099976,123354.3,123354.3,74242,0,0,3,4213,204.885,82.292,314.495,52,1,1,1,1,4,4,5,5,11820,11472,1776,8268.85,8264.687,66802.602,66799.898,383,1083,1077,143,3991,20,20,55,11,74,132,132,11,252,11,36,75,128,176,225,252,242,200,141,72,23,566,567,16,22,37,44,80,72,70,69,61,44,30,20,1334,1335,38,50,86,124,162,186,199,177,131,93,52,36,480,482,15,19,34,46,60,68,69,59,45,33,19,14,43,43,-57,-57,-57,-55,-57,-65,-50,-61,-64,-60,-53,-53,-44,-47,2,2,11,7,9,3,1,0,0,0,0,0,0,1,8,13,0,1,0,14,0,0,0,0,0,0,0,31,42,0,0,9,0,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,31,42,0,0,9,0,0,0,1,0,0,10,0,0,0,4,1,0,0,0,17,73,2,3,0,0,0,0,0,0,4,1,0,0,0,17,73,2,3,0,0,0,11,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,25,25,56,56,6,6,0,0,0,0,1,1,8,402,6,144,21,21,37,36,43,43,15,15,37,37,40,40,39,37,37,37,35,33,34,36,37,38,1,9,10,1342,1348,1515.494,1515.218,12.313,12.44,1,1,415,400,190,191,60,60,67,67,240,46352,72637734912,72627167232,863
22,7050612840,7050639300,7050047060,7050047060,1585.800049,1585.800049,42808.5,1815893.4,74270,0,0,1,4214,6845.681,4397.712,11893.573,300,5,2,21,6,28,12,9,10,210242,151391,701,24628.594,399174.906,1425979.25,9144745,111,192,805,34,519,17,24,22,11,68,126,76,-16,251,-16,10,67,130,180,229,251,240,200,138,71,10,1045,603,56,62,99,101,111,97,97,86,85,74,93,84,1179,1022,25,35,70,110,151,172,183,163,121,81,42,25,859,513,23,34,69,105,130,128,115,92,67,47,28,21,89,59,-11,-41,55,43,29,-9,-27,-44,-47,-47,-29,-9,55,70,2,15,10,7,9,1,0,0,0,0,0,0,0,0,7,16,0,34,0,1,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,2,0,4,0,9,0,3,0,0,1,0,0,16,26,2,0,37,0,0,0,1,0,1,5,0,0,0,0,57,0,0,1,42,0,0,0,0,0,0,0,0,0,4,5,3,0,6,19,54,1,9,0,0,0,11,6,10,4,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,16,47,42,6,34,1,4,0,0,0,0,4,4,8,387,7,148,25,19,47,41,28,39,24,23,78,52,92,97,99,96,88,76,65,57,55,58,67,82,3,52,22,5411,3188,2511.557,33674.684,59.181,19.034,4,1,1493,700,696,259,123,78,120,71,240,52265,1.29432E+11,1.81704E+12,931
23,7050612640,7050639300,7050047060,7050047060,1586,1586,3307.2,527761.3,74261,0,0,2,4215,7860.493,3412.625,15844.041,488,4,3,16,7,23,11,2,8,71546,66328,268,5552.399,259074.797,476030.594,8414276,79,126,348,80,264,15,48,16,11,72,138,117,2,258,2,26,82,142,191,238,258,248,209,147,84,27,1213,1178,85,92,123,117,124,102,102,89,87,75,106,109,1193,1141,28,38,74,112,151,172,179,162,121,84,45,28,916,890,28,38,74,109,137,135,120,97,71,51,32,25,102,103,2,2,67,59,40,5,-18,-40,-43,-45,-28,-11,58,74,1,4,7,2,6,0,0,0,0,0,0,0,0,0,6,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,4,0,1,0,47,0,3,0,10,0,0,0,0,0,0,1,0,0,38,0,0,0,1,0,2,5,0,0,0,1,67,0,0,0,32,0,0,0,0,0,0,0,0,0,2,76,0,0,13,9,0,0,0,0,0,0,11,12,3,9,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,59,56,32,8,5,1,0,0,0,0,0,10,3,8,387,7,149,23,22,47,42,30,35,26,36,81,82,99,100,100,98,92,81,69,61,58,60,70,88,3,23,40,7445,4082,99.87,29392,30.967,56.567,2,4,1493,1500,535,605,128,134,121,133,240,51212,4455764992,1.39656E+12,908
24,7050642090,7050649910,7050047060,7050047060,1627.5,1627.5,32423.2,32423.2,74244,0,0,3,4216,284.636,132.409,464.396,279,2,2,3,3,5,5,12,12,7509,6760,753,6911.832,6911.821,85264.664,85264.375,105,328,328,154,515,12,12,24,11,72,136,136,-4,263,-4,25,79,139,187,234,263,254,210,150,78,18,1027,1028,37,42,83,94,125,130,85,94,117,91,77,52,1222,1223,29,41,77,116,150,169,188,171,123,85,46,29,868,869,25,35,67,97,119,126,120,96,72,56,33,24,84,84,-16,-16,16,0,6,-19,-16,-23,-55,-45,-5,5,37,39,2,2,12,10,5,0,0,0,0,0,0,0,0,0,11,16,0,15,0,1,0,0,0,0,0,0,0,0,22,0,0,60,0,0,0,2,0,1,0,15,0,1,0,0,0,0,0,0,0,0,22,0,0,60,0,0,0,2,0,1,5,0,0,0,0,39,0,0,0,37,24,0,0,0,0,0,0,0,0,0,39,0,0,0,37,24,0,0,0,0,0,11,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,16,45,45,27,27,1,1,0,0,0,0,1,1,8,388,6,146,24,24,46,45,30,30,19,19,74,74,84,85,86,84,80,75,66,57,58,65,73,80,6,64,64,2439,2440,663.411,663.41,20.934,21.036,1,1,835,800,321,321,88,88,90,90,240,49131,32473163776,32473114624,894
25,7050642080,7050649910,7050047060,7050047060,1627.699951,1627.699951,16.5,211695.7,74245,0,0,2,4217,460.811,214.47,882.379,269,6,1,12,2,16,5,0,4,13114,12407,854,19.616,24414.037,656.782,258962.531,183,183,970,154,237,17,18,7,11,77,157,120,27,275,27,57,104,161,204,246,275,268,228,168,99,45,1088,601,49,57,91,108,136,120,79,76,118,100,90,66,1316,1265,37,50,87,124,157,173,194,179,132,93,53,37,921,510,31,43,77,106,128,129,120,92,71,57,37,29,83,48,-17,-52,25,13,4,-13,-13,-31,-60,-58,-11,7,41,44,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,23,48,0,0,16,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2,2,0,1,0,11,72,1,10,0,0,0,3,8,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,37,42,18,36,5,6,0,0,0,0,0,2,8,388,6,146,21,21,37,38,42,41,17,15,74,42,85,87,88,86,82,76,64,53,53,61,70,79,1,42,19,1580,1834,0.195,3442.586,11.788,16.392,0,1,1828,500,988,234,198,64,154,71,240,46422,22783840,1.78579E+11,809
